S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
509,26/04/2020,Andhra Pradesh,1061,859,171,31
510,27/04/2020,Andhra Pradesh,1097,835,231,31
511,28/04/2020,Andhra Pradesh,1183,917,235,31
512,29/04/2020,Andhra Pradesh,1259,970,258,31
513,30/04/2020,Andhra Pradesh,1332,1014,287,31
514,01/05/2020,Andhra Pradesh,1403,1051,321,31
515,02/05/2020,Andhra Pradesh,1463,1027,403,33
516,03/05/2020,Andhra Pradesh,1525,1051,441,33
517,04/05/2020,Andhra Pradesh,1583,1062,488,33
518,05/05/2020,Andhra Pradesh,1650,1090,524,36
519,06/05/2020,Andhra Pradesh,1717,1092,589,36
520,07/05/2020,Andhra Pradesh,1777,1012,729,36
521,08/05/2020,Andhra Pradesh,1847,1029,780,38
522,09/05/2020,Andhra Pradesh,1887,1004,842,41
523,10/05/2020,Andhra Pradesh,1930,999,887,44
524,11/05/2020,Andhra Pradesh,1980,1010,925,45
525,12/05/2020,Andhra Pradesh,2018,998,975,45
526,13/05/2020,Andhra Pradesh,2090,988,1056,46
527,14/05/2020,Andhra Pradesh,2137,948,1142,47
528,15/05/2020,Andhra Pradesh,2205,965,1192,48
529,16/05/2020,Andhra Pradesh,2307,1007,1252,48
530,17/05/2020,Andhra Pradesh,2355,953,1353,49
531,18/05/2020,Andhra Pradesh,2407,901,1456,50
532,19/05/2020,Andhra Pradesh,2474,872,1552,50
533,20/05/2020,Andhra Pradesh,2532,859,1621,52
534,21/05/2020,Andhra Pradesh,2602,909,1640,53
535,22/05/2020,Andhra Pradesh,2647,885,1709,53
536,23/05/2020,Andhra Pradesh,2709,891,1763,55
537,24/05/2020,Andhra Pradesh,2757,892,1809,56
538,25/05/2020,Andhra Pradesh,2823,911,1856,56
539,26/05/2020,Andhra Pradesh,3110,1158,1896,56
540,27/05/2020,Andhra Pradesh,3171,1105,2009,57
541,28/05/2020,Andhra Pradesh,3171,1056,2057,58
542,29/05/2020,Andhra Pradesh,3251,1067,2125,59
543,30/05/2020,Andhra Pradesh,3436,1150,2226,60
544,31/05/2020,Andhra Pradesh,3569,1220,2289,60
545,01/06/2020,Andhra Pradesh,3679,1268,2349,62
546,02/06/2020,Andhra Pradesh,3783,1341,2378,64
547,03/06/2020,Andhra Pradesh,3898,1413,2421,64
548,04/06/2020,Andhra Pradesh,4080,1546,2466,68
549,05/06/2020,Andhra Pradesh,4223,1613,2539,71
550,06/06/2020,Andhra Pradesh,4303,1654,2576,73
551,07/06/2020,Andhra Pradesh,4510,1817,2620,73
552,08/06/2020,Andhra Pradesh,4708,1951,2682,75
553,09/06/2020,Andhra Pradesh,4851,2031,2745,75
554,10/06/2020,Andhra Pradesh,5070,2191,2802,77
555,11/06/2020,Andhra Pradesh,5269,2292,2899,78
556,12/06/2020,Andhra Pradesh,5429,2301,3048,80
557,13/06/2020,Andhra Pradesh,5680,2495,3105,80
558,14/06/2020,Andhra Pradesh,5965,2688,3195,82
559,15/06/2020,Andhra Pradesh,6163,2765,3314,84
560,16/06/2020,Andhra Pradesh,6456,3052,3316,88
561,17/06/2020,Andhra Pradesh,6841,3244,3509,88
562,18/06/2020,Andhra Pradesh,7071,3340,3641,90
563,19/06/2020,Andhra Pradesh,7518,3637,3789,92
564,20/06/2020,Andhra Pradesh,7961,3948,3917,96
565,21/06/2020,Andhra Pradesh,8452,4240,4111,101
566,22/06/2020,Andhra Pradesh,8999,4562,4331,106
567,23/06/2020,Andhra Pradesh,9372,4766,4495,111
568,24/06/2020,Andhra Pradesh,10002,5284,4599,119
569,25/06/2020,Andhra Pradesh,10331,5428,4779,124
570,26/06/2020,Andhra Pradesh,10884,5760,4988,136
571,27/06/2020,Andhra Pradesh,11489,6145,5196,148
572,28/06/2020,Andhra Pradesh,12285,6648,5480,157
573,29/06/2020,Andhra Pradesh,13241,7164,5908,169
574,30/06/2020,Andhra Pradesh,13891,7479,6232,180
575,01/07/2020,Andhra Pradesh,14595,7897,6511,187
576,02/07/2020,Andhra Pradesh,15252,8071,6988,193
577,03/07/2020,Andhra Pradesh,16097,8586,7313,198
578,04/07/2020,Andhra Pradesh,16934,9096,7632,206
579,05/07/2020,Andhra Pradesh,17699,9473,8008,218
580,06/07/2020,Andhra Pradesh,18697,10043,8422,232
581,07/07/2020,Andhra Pradesh,20019,10860,8920,239
582,08/07/2020,Andhra Pradesh,21197,11200,9745,252
583,09/07/2020,Andhra Pradesh,22259,10894,11101,264
584,10/07/2020,Andhra Pradesh,23814,11383,12154,277
585,11/07/2020,Andhra Pradesh,25422,11936,13194,292
586,12/07/2020,Andhra Pradesh,27235,12533,14393,309
587,13/07/2020,Andhra Pradesh,29168,13428,15412,328
588,14/07/2020,Andhra Pradesh,31103,14274,16464,365
589,15/07/2020,Andhra Pradesh,33019,15144,17467,408
590,16/07/2020,Andhra Pradesh,35451,16621,18378,452
591,17/07/2020,Andhra Pradesh,38044,18159,19393,492
592,18/07/2020,Andhra Pradesh,40646,19814,20298,534
593,19/07/2020,Andhra Pradesh,44609,22260,21763,586
594,20/07/2020,Andhra Pradesh,49650,26118,22890,642
595,21/07/2020,Andhra Pradesh,53724,28800,24228,696
596,22/07/2020,Andhra Pradesh,58668,32336,25574,758
597,23/07/2020,Andhra Pradesh,64713,31763,32127,823
598,24/07/2020,Andhra Pradesh,72711,34272,37555,884
599,25/07/2020,Andhra Pradesh,80858,39990,39935,933
600,26/07/2020,Andhra Pradesh,88671,44431,43255,985
601,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
602,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
603,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
604,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
605,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
606,01/08/2020,Andhra Pradesh,140933,75720,63864,1349
607,02/08/2020,Andhra Pradesh,150209,72188,76614,1407
608,03/08/2020,Andhra Pradesh,158764,74404,82886,1474
609,04/08/2020,Andhra Pradesh,166586,76377,88672,1537
610,05/08/2020,Andhra Pradesh,176333,79104,95625,1604
611,06/08/2020,Andhra Pradesh,186461,80426,104354,1681
612,07/08/2020,Andhra Pradesh,196789,82166,112870,1753
613,08/08/2020,Andhra Pradesh,206960,84654,120464,1842
614,09/08/2020,Andhra Pradesh,217040,85486,129615,1939
615,10/08/2020,Andhra Pradesh,227860,87112,138712,2036
616,11/08/2020,Andhra Pradesh,235525,87773,145636,2116
617,12/08/2020,Andhra Pradesh,244549,87597,154749,2203
618,13/08/2020,Andhra Pradesh,254146,90425,161425,2296
619,14/08/2020,Andhra Pradesh,264142,90780,170984,2378
620,15/08/2020,Andhra Pradesh,273085,89907,180703,2475
621,16/08/2020,Andhra Pradesh,281817,88138,191117,2562
622,17/08/2020,Andhra Pradesh,289829,85945,201234,2650
623,18/08/2020,Andhra Pradesh,296609,84777,209100,2732
624,19/08/2020,Andhra Pradesh,306261,85130,218311,2820
625,20/08/2020,Andhra Pradesh,316003,86725,226372,2906
626,21/08/2020,Andhra Pradesh,325396,87177,235218,3001
627,22/08/2020,Andhra Pradesh,334940,87803,244045,3092
628,23/08/2020,Andhra Pradesh,345216,89389,252638,3189
629,24/08/2020,Andhra Pradesh,353111,89742,260087,3282
630,25/08/2020,Andhra Pradesh,361712,89516,268828,3368
631,26/08/2020,Andhra Pradesh,371639,89932,278247,3460
632,27/08/2020,Andhra Pradesh,382469,92208,286720,3541
633,28/08/2020,Andhra Pradesh,393090,94209,295248,3633
634,29/08/2020,Andhra Pradesh,403616,96191,303711,3714
635,30/08/2020,Andhra Pradesh,414164,97681,312687,3796
636,31/08/2020,Andhra Pradesh,424767,99129,321754,3884
637,01/09/2020,Andhra Pradesh,434771,100276,330526,3969
638,02/09/2020,Andhra Pradesh,445139,101210,339876,4053
639,03/09/2020,Andhra Pradesh,455531,103076,348330,4125
640,04/09/2020,Andhra Pradesh,465730,103521,358009,4200
641,05/09/2020,Andhra Pradesh,476506,102067,370163,4276
642,06/09/2020,Andhra Pradesh,487331,100880,382104,4347
643,07/09/2020,Andhra Pradesh,498125,99689,394019,4417
644,08/09/2020,Andhra Pradesh,506493,97932,404074,4487
645,09/09/2020,Andhra Pradesh,517094,96769,415765,4560
646,10/09/2020,Andhra Pradesh,527512,97271,425607,4634
647,11/09/2020,Andhra Pradesh,537687,97338,435647,4702
648,12/09/2020,Andhra Pradesh,547686,96191,446716,4779
649,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
650,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
651,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
652,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
653,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
654,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
655,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
656,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
657,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
658,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
659,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
660,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
661,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
662,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
663,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
664,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
665,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
666,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
667,01/10/2020,Andhra Pradesh,693484,58445,629211,5828
668,02/10/2020,Andhra Pradesh,700235,57858,636508,5869
669,03/10/2020,Andhra Pradesh,706790,56897,643993,5900
670,04/10/2020,Andhra Pradesh,713014,55282,651791,5941
671,05/10/2020,Andhra Pradesh,719256,54400,658875,5981
672,06/10/2020,Andhra Pradesh,723512,51060,666433,6019
673,07/10/2020,Andhra Pradesh,729307,50776,672479,6052
674,08/10/2020,Andhra Pradesh,734427,49513,678828,6086
675,09/10/2020,Andhra Pradesh,739719,48661,684930,6128
676,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
677,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
678,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
679,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
680,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
681,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
682,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
683,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
684,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
685,19/10/2020,Andhra Pradesh,783132,36474,740229,6429
686,20/10/2020,Andhra Pradesh,786050,35065,744532,6453
687,21/10/2020,Andhra Pradesh,789553,33396,749676,6481
688,22/10/2020,Andhra Pradesh,793299,32376,754415,6508
689,23/10/2020,Andhra Pradesh,796919,32257,758138,6524
690,24/10/2020,Andhra Pradesh,800684,31721,762419,6544
691,25/10/2020,Andhra Pradesh,804026,31469,765991,6566
692,26/10/2020,Andhra Pradesh,807023,30860,769576,6587
693,27/10/2020,Andhra Pradesh,808924,28770,773548,6606
694,28/10/2020,Andhra Pradesh,811825,27300,777900,6625
695,29/10/2020,Andhra Pradesh,814774,26622,781509,6643
696,30/10/2020,Andhra Pradesh,817679,26268,784752,6659
697,31/10/2020,Andhra Pradesh,820565,25514,788375,6676
698,01/11/2020,Andhra Pradesh,823348,24575,792083,6690
699,02/11/2020,Andhra Pradesh,825966,23668,795592,6706
700,03/11/2020,Andhra Pradesh,827882,22538,798625,6719
701,04/11/2020,Andhra Pradesh,830731,21672,802325,6734
702,05/11/2020,Andhra Pradesh,833208,21438,805026,6744
703,03/04/2020,Arunachal Pradesh,1,1,0,0
704,04/04/2020,Arunachal Pradesh,1,1,0,0
705,05/04/2020,Arunachal Pradesh,1,1,0,0
706,06/04/2020,Arunachal Pradesh,1,1,0,0
707,07/04/2020,Arunachal Pradesh,1,1,0,0
708,08/04/2020,Arunachal Pradesh,1,1,0,0
709,09/04/2020,Arunachal Pradesh,1,1,0,0
710,10/04/2020,Arunachal Pradesh,1,1,0,0
711,11/04/2020,Arunachal Pradesh,1,1,0,0
712,12/04/2020,Arunachal Pradesh,1,1,0,0
713,13/04/2020,Arunachal Pradesh,1,1,0,0
714,14/04/2020,Arunachal Pradesh,1,1,0,0
715,15/04/2020,Arunachal Pradesh,1,1,0,0
716,16/04/2020,Arunachal Pradesh,1,1,0,0
717,17/04/2020,Arunachal Pradesh,1,1,0,0
718,18/04/2020,Arunachal Pradesh,1,1,0,0
719,19/04/2020,Arunachal Pradesh,1,1,0,0
720,20/04/2020,Arunachal Pradesh,1,1,0,0
721,21/04/2020,Arunachal Pradesh,1,1,0,0
722,22/04/2020,Arunachal Pradesh,1,0,1,0
723,23/04/2020,Arunachal Pradesh,1,0,1,0
724,24/04/2020,Arunachal Pradesh,1,0,1,0
725,25/04/2020,Arunachal Pradesh,1,0,1,0
726,26/04/2020,Arunachal Pradesh,1,0,1,0
727,27/04/2020,Arunachal Pradesh,1,0,1,0
728,28/04/2020,Arunachal Pradesh,1,0,1,0
729,29/04/2020,Arunachal Pradesh,1,0,1,0
730,30/04/2020,Arunachal Pradesh,1,0,1,0
731,01/05/2020,Arunachal Pradesh,1,0,1,0
732,02/05/2020,Arunachal Pradesh,1,0,1,0
733,03/05/2020,Arunachal Pradesh,1,0,1,0
734,04/05/2020,Arunachal Pradesh,1,0,1,0
735,05/05/2020,Arunachal Pradesh,1,0,1,0
736,06/05/2020,Arunachal Pradesh,1,0,1,0
737,07/05/2020,Arunachal Pradesh,1,0,1,0
738,08/05/2020,Arunachal Pradesh,1,0,1,0
739,09/05/2020,Arunachal Pradesh,1,0,1,0
740,10/05/2020,Arunachal Pradesh,1,0,1,0
741,11/05/2020,Arunachal Pradesh,1,0,1,0
742,12/05/2020,Arunachal Pradesh,1,0,1,0
743,13/05/2020,Arunachal Pradesh,1,0,1,0
744,14/05/2020,Arunachal Pradesh,1,0,1,0
745,15/05/2020,Arunachal Pradesh,1,0,1,0
746,16/05/2020,Arunachal Pradesh,1,0,1,0
747,17/05/2020,Arunachal Pradesh,1,0,1,0
748,18/05/2020,Arunachal Pradesh,1,0,1,0
749,19/05/2020,Arunachal Pradesh,1,0,1,0
750,20/05/2020,Arunachal Pradesh,1,0,1,0
751,21/05/2020,Arunachal Pradesh,1,0,1,0
752,22/05/2020,Arunachal Pradesh,1,0,1,0
753,23/05/2020,Arunachal Pradesh,1,0,1,0
754,24/05/2020,Arunachal Pradesh,1,0,1,0
755,25/05/2020,Arunachal Pradesh,1,0,1,0
756,26/05/2020,Arunachal Pradesh,2,1,1,0
757,27/05/2020,Arunachal Pradesh,2,1,1,0
758,28/05/2020,Arunachal Pradesh,2,1,1,0
759,29/05/2020,Arunachal Pradesh,3,2,1,0
760,30/05/2020,Arunachal Pradesh,3,2,1,0
761,31/05/2020,Arunachal Pradesh,4,3,1,0
762,01/06/2020,Arunachal Pradesh,4,3,1,0
763,02/06/2020,Arunachal Pradesh,22,21,1,0
764,03/06/2020,Arunachal Pradesh,22,21,1,0
765,04/06/2020,Arunachal Pradesh,38,37,1,0
766,05/06/2020,Arunachal Pradesh,42,41,1,0
767,06/06/2020,Arunachal Pradesh,45,44,1,0
768,07/06/2020,Arunachal Pradesh,47,46,1,0
769,08/06/2020,Arunachal Pradesh,51,50,1,0
770,09/06/2020,Arunachal Pradesh,51,50,1,0
771,10/06/2020,Arunachal Pradesh,57,56,1,0
772,11/06/2020,Arunachal Pradesh,57,55,2,0
773,12/06/2020,Arunachal Pradesh,61,57,4,0
774,13/06/2020,Arunachal Pradesh,67,63,4,0
775,14/06/2020,Arunachal Pradesh,87,83,4,0
776,15/06/2020,Arunachal Pradesh,91,84,7,0
777,16/06/2020,Arunachal Pradesh,91,84,7,0
778,17/06/2020,Arunachal Pradesh,95,88,7,0
779,18/06/2020,Arunachal Pradesh,99,92,7,0
780,19/06/2020,Arunachal Pradesh,103,93,10,0
781,20/06/2020,Arunachal Pradesh,103,92,11,0
782,21/06/2020,Arunachal Pradesh,135,121,14,0
783,22/06/2020,Arunachal Pradesh,135,120,15,0
784,23/06/2020,Arunachal Pradesh,139,118,21,0
785,24/06/2020,Arunachal Pradesh,148,126,22,0
786,25/06/2020,Arunachal Pradesh,158,120,38,0
787,26/06/2020,Arunachal Pradesh,160,121,38,1
788,27/06/2020,Arunachal Pradesh,172,129,42,1
789,28/06/2020,Arunachal Pradesh,177,122,54,1
790,29/06/2020,Arunachal Pradesh,182,121,60,1
791,30/06/2020,Arunachal Pradesh,187,125,61,1
792,01/07/2020,Arunachal Pradesh,191,128,62,1
793,02/07/2020,Arunachal Pradesh,195,128,66,1
794,03/07/2020,Arunachal Pradesh,195,128,66,1
795,04/07/2020,Arunachal Pradesh,252,176,75,1
796,05/07/2020,Arunachal Pradesh,259,182,76,1
797,06/07/2020,Arunachal Pradesh,269,190,78,1
798,07/07/2020,Arunachal Pradesh,270,176,92,2
799,08/07/2020,Arunachal Pradesh,276,169,105,2
800,09/07/2020,Arunachal Pradesh,287,176,109,2
801,10/07/2020,Arunachal Pradesh,302,180,120,2
802,11/07/2020,Arunachal Pradesh,335,213,120,2
803,12/07/2020,Arunachal Pradesh,341,214,125,2
804,13/07/2020,Arunachal Pradesh,359,219,138,2
805,14/07/2020,Arunachal Pradesh,387,240,145,2
806,15/07/2020,Arunachal Pradesh,462,306,153,3
807,16/07/2020,Arunachal Pradesh,462,306,153,3
808,17/07/2020,Arunachal Pradesh,543,387,153,3
809,18/07/2020,Arunachal Pradesh,609,431,175,3
810,19/07/2020,Arunachal Pradesh,650,373,274,3
811,20/07/2020,Arunachal Pradesh,740,455,282,3
812,21/07/2020,Arunachal Pradesh,790,502,285,3
813,22/07/2020,Arunachal Pradesh,858,552,303,3
814,23/07/2020,Arunachal Pradesh,949,632,314,3
815,24/07/2020,Arunachal Pradesh,991,654,334,3
816,25/07/2020,Arunachal Pradesh,1056,661,392,3
817,26/07/2020,Arunachal Pradesh,1126,695,428,3
818,27/07/2020,Arunachal Pradesh,1158,650,505,3
819,28/07/2020,Arunachal Pradesh,1239,662,574,3
820,29/07/2020,Arunachal Pradesh,1330,710,617,3
821,30/07/2020,Arunachal Pradesh,1410,730,677,3
822,31/07/2020,Arunachal Pradesh,1484,654,827,3
823,01/08/2020,Arunachal Pradesh,1591,670,918,3
824,02/08/2020,Arunachal Pradesh,1673,701,969,3
825,03/08/2020,Arunachal Pradesh,1698,699,996,3
826,04/08/2020,Arunachal Pradesh,1758,692,1063,3
827,05/08/2020,Arunachal Pradesh,1790,682,1105,3
828,06/08/2020,Arunachal Pradesh,1855,642,1210,3
829,07/08/2020,Arunachal Pradesh,1948,700,1245,3
830,08/08/2020,Arunachal Pradesh,2049,720,1326,3
831,09/08/2020,Arunachal Pradesh,2117,684,1430,3
832,10/08/2020,Arunachal Pradesh,2155,670,1482,3
833,11/08/2020,Arunachal Pradesh,2231,636,1592,3
834,12/08/2020,Arunachal Pradesh,2327,690,1634,3
835,13/08/2020,Arunachal Pradesh,2430,768,1659,3
836,14/08/2020,Arunachal Pradesh,2512,790,1718,4
837,15/08/2020,Arunachal Pradesh,2607,852,1750,5
838,16/08/2020,Arunachal Pradesh,2658,882,1771,5
839,17/08/2020,Arunachal Pradesh,2701,888,1808,5
840,18/08/2020,Arunachal Pradesh,2741,843,1893,5
841,19/08/2020,Arunachal Pradesh,2875,921,1949,5
842,20/08/2020,Arunachal Pradesh,2950,923,2022,5
843,21/08/2020,Arunachal Pradesh,3066,968,2093,5
844,22/08/2020,Arunachal Pradesh,3126,996,2125,5
845,23/08/2020,Arunachal Pradesh,3223,990,2228,5
846,24/08/2020,Arunachal Pradesh,3263,961,2297,5
847,25/08/2020,Arunachal Pradesh,3312,880,2427,5
848,26/08/2020,Arunachal Pradesh,3412,899,2508,5
849,27/08/2020,Arunachal Pradesh,3555,987,2563,5
850,28/08/2020,Arunachal Pradesh,3633,1007,2621,5
851,29/08/2020,Arunachal Pradesh,3745,1031,2709,5
852,30/08/2020,Arunachal Pradesh,3877,1118,2754,5
853,31/08/2020,Arunachal Pradesh,4034,1205,2822,7
854,01/09/2020,Arunachal Pradesh,4112,1220,2885,7
855,02/09/2020,Arunachal Pradesh,4212,1226,2979,7
856,03/09/2020,Arunachal Pradesh,4360,1278,3075,7
857,04/09/2020,Arunachal Pradesh,4574,1400,3167,7
858,05/09/2020,Arunachal Pradesh,4775,1488,3280,7
859,06/09/2020,Arunachal Pradesh,4914,1525,3381,8
860,07/09/2020,Arunachal Pradesh,5000,1520,3472,8
861,08/09/2020,Arunachal Pradesh,5180,1576,3596,8
862,09/09/2020,Arunachal Pradesh,5402,1670,3723,9
863,10/09/2020,Arunachal Pradesh,5545,1630,3906,9
864,11/09/2020,Arunachal Pradesh,5672,1658,4005,9
865,12/09/2020,Arunachal Pradesh,5825,1689,4126,10
866,13/09/2020,Arunachal Pradesh,5975,1712,4253,10
867,14/09/2020,Arunachal Pradesh,6121,1732,4379,10
868,15/09/2020,Arunachal Pradesh,6298,1756,4531,11
869,16/09/2020,Arunachal Pradesh,6466,1795,4658,13
870,17/09/2020,Arunachal Pradesh,6692,1892,4787,13
871,18/09/2020,Arunachal Pradesh,6851,1871,4967,13
872,19/09/2020,Arunachal Pradesh,7005,1886,5106,13
873,20/09/2020,Arunachal Pradesh,7250,1957,5280,13
874,21/09/2020,Arunachal Pradesh,7385,1964,5408,13
875,22/09/2020,Arunachal Pradesh,7595,1939,5643,13
876,23/09/2020,Arunachal Pradesh,7844,2052,5778,14
877,24/09/2020,Arunachal Pradesh,8133,2216,5903,14
878,25/09/2020,Arunachal Pradesh,8416,2331,6071,14
879,26/09/2020,Arunachal Pradesh,8671,2427,6230,14
880,27/09/2020,Arunachal Pradesh,8869,2458,6397,14
881,28/09/2020,Arunachal Pradesh,9004,2495,6495,14
882,29/09/2020,Arunachal Pradesh,9332,2725,6592,15
883,30/09/2020,Arunachal Pradesh,9553,2794,6743,16
884,01/10/2020,Arunachal Pradesh,9796,2890,6890,16
885,02/10/2020,Arunachal Pradesh,10020,2955,7049,16
886,03/10/2020,Arunachal Pradesh,10220,3019,7183,18
887,04/10/2020,Arunachal Pradesh,10421,3015,7388,18
888,05/10/2020,Arunachal Pradesh,10548,2953,7577,18
889,06/10/2020,Arunachal Pradesh,10783,2989,7775,19
890,07/10/2020,Arunachal Pradesh,11007,3022,7965,20
891,08/10/2020,Arunachal Pradesh,11267,2850,8396,21
892,09/10/2020,Arunachal Pradesh,11479,2778,8679,22
893,10/10/2020,Arunachal Pradesh,11760,2860,8877,23
894,11/10/2020,Arunachal Pradesh,11998,2940,9035,23
895,12/10/2020,Arunachal Pradesh,12147,2891,9232,24
896,13/10/2020,Arunachal Pradesh,12367,2940,9403,24
897,14/10/2020,Arunachal Pradesh,12561,2960,9573,28
898,15/10/2020,Arunachal Pradesh,12768,3045,9694,29
899,16/10/2020,Arunachal Pradesh,12971,3052,9889,30
900,17/10/2020,Arunachal Pradesh,13169,3068,10071,30
901,18/10/2020,Arunachal Pradesh,13348,3003,10315,30
902,19/10/2020,Arunachal Pradesh,13406,2824,10552,30
903,20/10/2020,Arunachal Pradesh,13643,2833,10780,30
904,21/10/2020,Arunachal Pradesh,13778,2712,11035,31
905,22/10/2020,Arunachal Pradesh,13912,2682,11199,31
